construction	pelican	excavator	crane	hoist	upraise
animal	hunt	fish	cow	sea turtle	dogconstruction	pelican	excavator	crane	hoist	upraise
date status	whirlpool	data sets	do tests	timely	current
animals	push	cat	sheep	duck	lion
boxing terminology	joker	jab	punch	corner	deck
emotional status	jail time	annoyed	fine	ok	calm
moral characteristic	warm	loyal	equitable	balanced	fair
military rank	popular	fighter	cadet	general	soldier
chocolate food	falsehood	cream	chocolate cake	fudge	cupcake
emotional status	forward	melancholy	down	emotional upsets	sad
store status	near	gated	not open	slow	close
activity	patty	seperate	fritter	waste away	goodbye
alcoholic drinks	poker	vodka	tequila	wine	gin
bird	davit	ostrich	egret	parrot	crane
temperature	funny	cold	refreshing	cool	hot
moral characteristic	light	honorable	impartial	decent	fair
mode of transportation	grasshopper	wave	swim	fly	flap
secretary duty	image	organize	fax	file	schedule
emotional status	ground	emotionalities	down	miserable	emotional
weather	texture	fair	stormy	windy	endure
moral characteristic	pale	honorable	well	fine	fair
poker	caution	fold	deck	queen	cards
type of sandwich	convention	blt	toast	club	french toast
police punishment	attractive	penalty	fine	ticket	jail time
elements	recruit	air	fire	water	burn
emotional status	output cord	crying	sad	angry	fret
computers	answer calls	firewall	text	format	file
emotional status	custody	well	calm	fine	happy
aesthetic characteristic	penalty	neat	hot	handsome	fine
aesthetic characteristic	custody	fine	classy	there	beautiful
card games	vodka	bridge	gin	canasta	uno
guitar part	crying	fret	inlays	truss rod	neck
personal characteristic	scorching	relaxed	optimist	cool	positive
computers	errands	document	space	format	file
accomodation	level	hotel	apartment	flat	townhome
emotional status	below	loveful	down	miserable	emotional state
body part	meter	hand	foot	arm	ear
animal	drive	bee	leap	ant	fly
personal characteristic	scorching	confident	relaxed	cool	ethical
body part	centimeter	heel	knee	foot	ankle
moral characteristic	clime	impartial	fair	balanced	dishonest
window material	spatula	glass	fiberglass	plastic	spyhole
police punishment	bright	custody	prison	fine	flyaway
emotional status	hot	ok	fine	calm	content
moral characteristic	tone	balanced	trustworthy	decent	fair
emotional status	bright	calm	content	fine	happy
computers	reception	text	format	file	program
type of sandwich	outing	burger	open-faced	roll	club
physical activity	summer	drop	fall	swim	plunge
police punishment	ok	flyaway	prison	fine	probation
type of sandwich	clan	grilled cheese	club	submarine	hamburger
food	blunt	cheese	hot dog	sausage	frank
emotional status	string	fret	emotional	angry	emotional state
social gathering	burger	club	discothek	clan	group
emotional status	downward	emotional	remorseful	emotional state	down
date status	blue	current	early	detestings	data sets
alcoholic drinks	poker	brandy	vodka	gin	tequila
physical activity	cat	squat	dodge	sprint	duck
moral characteristic	wiener	stern	frank	loyalty	integrity
chocolate food	wrongful	fudge	tart	chocolate	rich
moral characteristic	entree	honest	frank	integrity	stern
measurement unit	leg	pound	foot	milimeter	inch
personal characteristic	scorching	optimist	funny	popular	cool
emotional status	food	excited	fearful	disappointed	content
animal	canoe	hamster	whale	fish	cat
food	stern	frank	entree	sausage	provision
body part	mile	foot	ankle	elbow	ear
aesthetic characteristic	money	classy	attractive	fine	pretty
boxing terminology	fold	punch	glove	jab	deck
emotional display	kitten	fawn	paw	lust	woo
computers	answer	ram	firewall	hardware	file
location (proximity)	running.	closer	nearer	close	near
secretary duty	motherboard	correspondence	type	fax	file
animal	hunt	shark	horse	fish	whale
poker	jab	cards	chips	deck	joker
fried food	whittle	dumpling	fritter	fried	pie
guitar part	bored	fret	amp	board	strap lock
physical activity	cat	sprint	duck	swim	stoop
widespread	sergeant	universal	general	ubiquitous	plain
activity	dumpling	fritter	misuse	waste away	waste
boats	suits	dock	deck	stern	bridge
food	honesty	goodies	frank	grub	wiener
physical activity	winter	fall	bend	drop	swim
animal	swim	cow	dolphin	fish	bat
moral characteristic	meat	honest	blunt	integrity	frank
aesthetic characteristic	probation	attractive	fine	bright	exquisite
physical activity	equinox	plummet	fall	drop	swim
consumer product	jealous	file	books	content	specialty
emotional status	jail	content	relaxed	calm	fine
aesthetic characteristic	probation	pretty	detailed	fine	exquisite
secretary duty	firewall	file	support	answer	organize
kitchenware	coating	glass	knife	knifer	colander
emotional status	prime	mad	annoyed	well	fine
widespread	admiral	general	boring	typical	ordinary
ocean	late	flow	drink	tide	current
construction	parrot	crane	tackle	dump truck	concrete pourer
corporate	rigged	common	llc	firm	corporation
moral characteristic	deal	fair	just	ok	trustworthy
date status	sea	data sets	history	current	postponed
chocolate food	falsification	cake	tart	fudge	cupcake
mode of transportation	cockroach	bus	flap	fly	train
emotional status	specialty	sad	angry	fearful	content
animals	bend	lion	duck	cow	dog
moral characteristic	milky	honorable	fair	well	alright
shady activities	pudding	loosen	fix	unwarranted	fudge
computers	errands	image	program	folder	file
emotional status	downward	emotional upsets	emotional	miserable	down
date status	brine	current	belated	history	do tests
body part	yard	head	heel	finger	foot
accomodation	smooth	cabin	flat	squashed	mansion
guitar part	angry	chord	fret	jack	headstock
emotional status	penalty	well	fine	happy	relaxed
moral characteristic	even	honorable	unprejudiced	fair	loyal
police punishment	calm	probation	ticket	firstrate	fine
fried food	squander	pastry	dumpling	doughnut	fritter
boats	knockout	lifeline	deck	hull	galley
construction	pelican	windlass	tackle	dump truck	crane
emotional status	output cord	angry	anxious	emotional upsets	fret
moral characteristic	light	fair	well	balanced	fine
animals	get down	duck	swan	dog	ostrich
police punishment	classy	fine	money	ticket	arrest
mode of transportation	bats	flutter	bike	glide	fly
food	honesty	goodies	meat	cheese	frank
direction	loveful	down	opposite of up	backward	ground
emotional status	custody	decent	ok	fine	relaxed
physical activity	equinox	jump	bend	plunge	fall
emotional status	notes	fret	worried	emotional supports	emotionalities
chocolate food	mangle	molasses	fudge	rich	cake
elements	retire	combustion	fire	ground	flame
type of rigidity	alignment	rough	firm	unyielding	stiff
aesthetic characteristic	tangle	well	fair	medium	ghostly
window material	colander	spyhole	glass	handle	woodwork
food	integrity	vittles	sausage	frank	goodies
window material	colander	plastic	frame	glass	woodwork
military rank	ordinary	cadet	general	soldier	private
consumer product	fearful	tools	item	content	food
mode of transportation	dangle	flutter	wave	flap	fly
animal	bus	fly	ant	eagle	beetle
bird	upraise	ostrich	flamingo	duck	crane
moral characteristic	provision	courage	frank	honest	blunt
physical activity	dog	hike	push	duck	jog
fried food	goodbye	fritter	cake	blueberry	pastry
secretary duty	ram	answer	answer calls	organize	file
secretary duty	hardware	reception	answer calls	schedule	file
shady activities	truffles	unwarranted	fudge	invent	mangle
baby animals	social	calf	fawn	doe	woods
elements	promote	fire	flame	blaze	air
moral characteristic	cold	fair	trustworthy	honorable	unprejudiced
boats	caution	deck	bow	bridge	gunwale
animal	bike	bird	fly	waggle	ant
activity	croquet	waste	squander	spend	fritter
military rank	popular	cadet	lieutenant	major	general
location (proximity)	shut down	right there	close	near	beside
consumer product	ecstatic	content	service	tools	books
shady activities	brownies	fudge	replace	banned	wrongful
elements	remove	ice	cool	fire	combustion
physical property	salt	fat	obese	bulky	brittleness
animal	flap	cockroach	ant	fly	eagle
police punishment	mad	arrest	fine	jail	ticket
aesthetic characteristic	tangle	medium	size	fair	level
bird	concrete pourer	hoist	heron	goose	crane
direction	sad	backward	down	ground	flat
geographical property	hotel	flat	paved	horizontal	level
aesthetic characteristic	70	ghostly	pale	fair	color
widespread	fighter	general	average	universal	normal
card games	tequila	gin	spider	pinochle	uno
social gathering	grilled cheese	convention	team	cinema	club
ocean	postponed	current	jetstream	tide	water
geographical property	studio	plain	valley	even	flat
moral characteristic	cold	equitable	fair	dishonest	decent
moral characteristic	cold	fair	balanced	honorable	impartial
construction	tackle	hoist	crane	derrick	concrete pourer
boxing terminology	check	deck	ring	corner	box
physical activity	equinox	fall	tumble	stoop	plummet
shady activities	tart	unlicensed	falsehood	fudge	banned
weather	unprejudiced	brisk	sunny	mild	fair
type of sandwich	discothek	burger	club	hoagie	hamburger
card games	bourbon	gin	hearts	poker	canasta
emotional status	ground	sad	remorseful	ashamed	down
chocolate food	unwarranted	pie	molasses	fudge	brownies
emotional status	lower	disgusted	remorseful	miserable	down
guitar part	angry	fret	jack	notes	output cord
chocolate food	replace	fudge	cream	truffles	rich
bird	dump truck	heron	crane	hummingbird	neck
weather	color	warm	mild	fair	make the grade
animals	bow	duck	geese	horse	elephant
physical activity	sheep	duck	crouch	bow	push
food	honest	entree	frank	cheese	hot dog
emotional status	backward	down	emotional	disgusted	emotional upsets
corporate	unyielding	ceo	private	firm	llc
corporate	resistant	corporation	streamline	firm	ceo
elements	pay	fire	earth	inferno	cool
secretary duty	firewall	support	answer calls	file	schedule appointments
corporate	hard	firm	shareholders	sustainability	amalgamated
boats	jab	gunwale	lifeline	stern	deck
aesthetic characteristic	money	bright	handsome	beautiful	fine
moral characteristic	light	fair	ok	equitable	unjust
guitar part	crying	amp	neck	strap lock	fret
animal	climbing	sea turtle	fish	dolphin	whale
emotional status	truss rod	emotional supports	anxious	sad	fret
physical property	sugars	large	capacitance	fat	heavy
boats	blind	deck	crew	lifeline	rudder
accomodation	horizontal	round	flat	house	condominium
aesthetic characteristic	unprejudiced	fair	flaxen	color	tone
animal	hunt	cow	whale	fish	cat
poker	bow	deck	cards	pack	chips
fried food	squander	blueberry	patty	cake	fritter
body part	milimeter	heel	foot	shin	knee
direction	loveful	backward	left	sliding	down
animal	swim	dog	fish	cow	whale
physical activity	geese	dodge	duck	stoop	sprint
date status	jetstream	detestings	history	prompt	current
weather	flaxen	windy	deal	warm	fair
military rank	universal	major	admiral	general	private
emotional status	hot	ok	happy	fine	well
social gathering	bacon	cinema	club	outing	discothek
boats	punch	deck	lifeline	rudder	gunwale
ocean	do tests	sea	whirlpool	current	main
aesthetic characteristic	trustworthy	fair	milky	variety	texture
personal characteristic	freezing	positive	cool	unflappalbe	optimist
weather	level	sunny	mild	raining	fair
shady activities	cookies	fudge	lie	banned	falsification
kitchenware	wood	spoon	fork	glass	colander
date status	course	late	timely	current	belated
outdoor sport activity	bat	fish	canyoning	hunting	hiking
elements	sack	fire	burn	inferno	flame
outdoor sport activity	bat	fish	hunt	canyoning	hiking
aesthetic characteristic	comfortable	classy	level	fine	beautiful
store status	adjacent	slow	finished for the day	close	busy
boxing terminology	chips	deck	glove	corner	level
poker	galley	fold	cards	deck	draw
aesthetic characteristic	luke	light	size	cool	fair
moral characteristic	ghostly	equitable	fair	trustworthy	fine
military rank	popular	soldier	lieutenant	general	sergeant
guitar part	emotional state	truss rod	amp	jack	fret
weather	color	warm	brisk	fair	endure
animal	canyoning	fish	horse	bat	shark
moral characteristic	sunny	honorable	well	fair	unprejudiced
consumer product	sad	substance	merchandise	content	shop
emotional status	handsome	content	relaxed	fine	comfortable
animal	hike	sea turtle	bat	fish	mice
widespread	major	ordinary	normal	general	boring
accomodation	valley	apartment	mansion	round	flat
secretary duty	ram	errands	type	file	sort mail
boxing terminology	sail	ring	deck	knockout	blocking
animal	hike	cat	hamster	dolphin	fish
emotional status	backward	down	disgusted	kind	emotional supports
store status	adjacent	barred	shut	open	close
moral characteristic	cold	alright	fair	dishonest	unjust
computers	reception	motherboard	file	program	image
moral characteristic	70	equitable	fine	fair	trustworthy
outdoor sport activity	tiger	canoe	kayak	fish	hike
poker	apron	hearts	blind	draw	deck
boats	chips	crew	rudder	head	deck
aesthetic characteristic	annoyed	classy	attractive	neat	fine
kitchenware	vinyl	knife	bowl	knive	glass
moral characteristic	color	ok	dishonest	fair	honorable
boxing terminology	gunwale	tko	jab	deck	knockout
aesthetic characteristic	raining	flaxen	cool	milky	fair
boats	chips	crew	gunwale	deck	lifeline
boats	glove	crew	deck	bow	lifeline
boats	caution	sail	deck	bow	bridge
window material	knifer	coating	glass	lead	wood
animal	swim	fly	beetle	spider	waggle
moral characteristic	stormy	trustworthy	fair	equitable	well
aesthetic characteristic	impartial	flaxen	ghostly	pale	fair
corporate	rough	alignment	corporation	firm	common
social gathering	dagwood	bar	club	convention	place
moral characteristic	tangle	equitable	honorable	fair	loyal
poker	glove	joker	check	fold	deck
poker	jab	suits	draw	deck	board
computers	errands	image	text	keys	file
social gathering	blt	bar	group	club	place
police punishment	classy	fine	firstrate	jail time	probation
direction	melancholy	south	down	left	opposite of up
animal	car	fly	grasshopper	cockroach	spider
social gathering	french toast	community	place	club	team
emotional status	arrest	ok	alright	fine	happy
physical property	calcium	large	heavy	obese	fat
moral characteristic	deal	unjust	fair	unprejudiced	decent
measurement unit	ear	foot	yard	milimeter	inch
accomodation	smooth	flat	cabin	condominium	apartment
elements	empower	cool	burn	fire	flame
food	harsh	pork	vittles	entree	frank
physical activity	equinox	swim	tumble	lift	fall
computers	reception	software	firewall	document	file
physical activity	autumn	lift	stoop	drop	fall
weather	size	fair	cold	windy	sunny
poker	gunwale	draw	queen	suits	deck
poker	gunwale	chips	deck	joker	suits
food	bold	grub	frank	meat	provision
consumer product	jealous	content	substance	service	activity
emotional display	woods	fawn	suppressed	pester	identity
chocolate food	lie	rich	brownie	fudge	pie
food	harsh	frank	pork	hot dog	goodies
emotional status	truss rod	crying	nervous	anxious	fret
police punishment	beautiful	ticket	fine	arrest	probation
shady activities	truffles	falsification	fudge	lie	fix
bird	concrete pourer	crane	sandpiper	hoist	pelican
weather	unprejudiced	fair	mild	warm	70
card games	whisky	poker	go fish	gin	spades
bird	upraise	heron	crane	egret	mallet
social gathering	french toast	place	bar	club	discothek
season	bend	equinox	fall	spring	autumn
body part	meter	elbow	arm	foot	ear
physical activity	summer	run	plummet	fall	climb
aesthetic characteristic	acceptable	fine	beautiful	handsome	exquisite
outdoor sport activity	iguana	kayak	climbing	fish	row
bird	dump truck	mallet	crane	ostrich	pelican
fried food	blow	sweet roll	fritter	dumpling	pie
emotional status	beautiful	alert	calm	mad	fine
boxing terminology	suits	knockout	deck	corner	tko
aesthetic characteristic	relaxed	fine	pretty	handsome	attractive
boats	tko	hull	deck	gunwale	head
ocean	do tests	moon	current	blue	course
physical property	sugar	ugly	skinny	big boned	fat
moral characteristic	variety	trustworthy	alright	dishonest	fair
boxing terminology	galley	knockout	jab	deck	fight
boats	blocking	gunwale	deck	crew	dock
emotional status	shop	happy	joyful	ecstatic	content
emotional status	jail time	happy	alright	calm	fine
elements	replace	inferno	fire	heat	combustion
corporate	rough	leverage	firm	united	alignment
social gathering	french toast	cinema	outing	discothek	club
animal	walk	fly	ant	fish	beetle
employment activity	combustion	replace	recruit	fire	remove
poker	ring	cards	deck	queen	call
emotional status	fingerpick	emotional upsets	emotional state	fret	emotionalities
aesthetic characteristic	trustworthy	size	fair	pale	color
fried food	waste	apple	fritter	dessert	croquet
police punishment	neat	jail time	custody	fine	arrest
chocolate food	smear	fudge	cupcake	cookies	pudding
boxing terminology	bridge	deck	blocking	knockout	jab
chocolate food	wrongful	brownie	cupcake	fudge	rich
animal	kayak	horse	fish	bat	mice
moral characteristic	entree	frank	bold	fortitude	matter of fact
emotional status	handsome	relaxed	mad	fine	content
kitchenware	panel	glass	cup	bowl	colander
emotional status	dull	content	well	fine	happy
baby animals	love	deer	hatchling	doe	fawn
baby animals	culture	bambi	fawn	calf	cub
ocean	data sets	current	signal	wave	jetstream
consumer product	happy	content	item	clothing	jewelry
construction	duck	excavator	crane	concrete pourer	tackle
outdoor sport activity	sea turtle	fish	hike	hunting	raft
secretary duty	software	answer calls	schedule	sort mail	file
construction	pelican	winch	crane	windlass	steam roller
animal	row	cat	fish	goat	hamster
emotional status	lower	down	remorseful	disgusted	shameful
store status	right there	close	out of service	gated	open
military rank	popular	soldier	private	sergeant	general
poker	punch	queen	draw	hearts	deck
food	precise	hot dog	wiener	frank	wienerwurst
outdoor sport activity	horse	canyoning	row	hunt	fish
emotional display	woods	suppressed	fawn	cute	lust
widespread	cadet	normal	typical	general	universal
poker	galley	call	cards	pack	deck
direction	kind	down	below	left	up
moral characteristic	cheese	harsh	concise	frank	fortitude
emotional status	neck	emotional supports	bored	anxious	fret
emotional status	there	fine	alright	calm	well
date status	tide	timely	current	early	postponed
boats	fight	crew	deck	hull	sail
baby animals	suppressed	fawn	kid	kitten	calf
bird	windlass	crane	davit	parrot	duck
emotional status	file	content	nervous	jealous	sad
emotional status	pick	angry	emotionalities	anxious	fret
corporate	rigged	shareholders	firm	leverage	alignment
moral characteristic	goodies	honest	frank	fortitude	honesty
date status	whirlpool	early	current	data sets	do tests
emotional status	wispy	decent	mad	fine	content
social gathering	doorstep	place	club	cinema	community
computers	support	file	software	hardware	program
body part	kilometer	leg	foot	ear	heel
geographical property	cabin	plane	smooshed	flat	plain
police punishment	mad	fine	prison	suspension	ticket
emotional status	forward	remorseful	down	emotional state	shameful
moral characteristic	windy	ok	fair	balanced	fine
emotional status	neat	annoyed	comfortable	fine	well
chocolate food	mangle	fudge	brownie	chocolate cake	tart
physical activity	dog	push	crouch	swim	duck
guitar part	emotional	fingerpick	board	fret	truss rod
moral characteristic	well	fair	unprejudiced	impartial
fried food	divide	dunker	croquet	blueberry	fritter
geographical property	duplex	plane	smooshed	even	flat
fried food	spend	sweet roll	patty	croquet	fritter
emotional status	left	emotional upsets	loveful	down	kind
computers	type	file	text	firewall	download
boxing terminology	bow	box	blocking	jab	deck
card games	wine	gin	war	poker	hearts
direction	emotionalities	backward	up	ground	down
elements	promote	ice	burn	inferno	fire
animal	kayak	horse	fish	cat	iguana
fried food	lollygag	fritter	apple	pie	doughnut
widespread	admiral	standard	regular	typical	general
direction	sad	south	falling	down	downward
chocolate food	unlicensed	cream	fudge	chocolate cake	brownie
emotional status	prime	annoyed	detached	content	fine
shady activities	brownie	fudge	fix	unlicensed	invent
guitar part	emotional	strap lock	fret	headstock	neck
emotional status	below	remorseful	emotional	down	melancholy
card games	whisky	hearts	poker	blackjack	gin
emotional status	arrest	comfortable	mad	calm	fine
chocolate food	falsification	rich	brownies	cookies	fudge
window material	knife	frame	acrylic	glass	woodwork
emotional status	jewelry	disappointed	content	jealous	nervous
direction	shameful	falling	down	descending	south
aesthetic characteristic	jail time	pretty	there	bright	fine
construction	pelican	upraise	davit	hoist	crane
food	blunt	wiener	frank	entree	sausage
moral characteristic	meat	stern	brash	frank	courage
geographical property	townhome	smooshed	elevation	flat	plain
shady activities	pudding	fudge	wrongful	loosen	unlicensed
window material	cup	translucent fabric	wood	glass	panel
date status	whirlpool	current	prompt	delayed	history
food	fortitude	wiener	frank	goodies	meat
animals	jog	duck	horse	lion	cow
physical activity	lion	dodge	duck	sprint	bow
personal characteristic	tropical	persistent	assured	cool	unflappalbe
aesthetic characteristic	content	bright	pretty	fine	hot
aesthetic characteristic	tangle	even	milky	fair	texture
aesthetic characteristic	fine	pale	fair	milky	medium
outdoor sport activity	whale	hunting	fish	raft	camp
aesthetic characteristic	annoyed	attractive	detailed	fine	hot
emotional status	opposite of up	disgusted	down	shameful	emotional
police punishment	mad	fine	ticket	probation	hearing
ocean	do tests	water	moon	tide	current
emotional status	lower	emotional state	emotional supports	emotionalities	down
boats	box	deck	crew	lifeline	sail
elements	let go	cool	ice	burn	fire
ocean	do tests	brine	water	current	flow
weather	ghostly	brisk	endure	fair	mild
baby animals	lust	antling	fawn	doe	deer
ocean	detests	current	course	brine	wave
fried food	seperate	croquet	pie	doughnut	fritter
moral characteristic	wiener	stern	integrity	courage	frank
animals	push	geese	goose	duck	lion
emotional status	truss rod	bored	fret	angry	frustrated
animal	flap	leap	bee	bats	fly
aesthetic characteristic	custody	handsome	classy	fine	beautiful
baby animals	cute	doe	colt	buck	fawn
outdoor sport activity	whale	hike	climbing	trap	fish
date status	water	belated	detests	do tests	current
emotional status	neck	sad	worried	emotional state	fret
type of rigidity	concerted	stiff	firm	hard	tough
widespread	colonel	universal	general	plain	basic
emotional status	notes	frustrated	worried	fret	sad
type of sandwich	outing	submarine	club	hoagie	blt
consumer product	sad	tools	item	content	activity
emotional status	up	down	kind	miserable	emotional state
store status	closest	barred	shut	close	out of service
bird	digger	swift	crane	parrot	hummingbird
police punishment	well	arrest	penalty	fine	ticket
bird	tackle	winch	heron	crane	duck
moral characteristic	brisk	alright	fair	well	loyal
outdoor sport activity	iguana	fish	hunt	hiking	swim
direction	kind	below	backward	down	up
emotional status	ground	down	emotionalities	emotional upsets	miserable
food	brash	vittles	frank	wiener	sausage
physical activity	horse	stoop	duck	push	hike
emotional status	firstrate	mad	happy	fine	relaxed
corporate	solid	llc	combined	amalgamated	firm
emotional status	bright	fine	relaxed	calm	content
animals	hike	mallet	pig	elephant	duck
guitar part	emotional supports	chord	fret	fingerpick	jack
boxing terminology	sail	punch	tko	caution	deck
aesthetic characteristic	unjust	medium	fair	flaxen	light
food	precise	wienerwurst	grub	frank	cheese
moral characteristic	pale	unprejudiced	fine	impartial	fair
store status	right there	barred	gated	close	shut down
animals	squat	lion	cow	duck	dog
direction	sad	descending	south	down	flat
emotional display	hatchling	suppressed	fawn	flatter	social
poker	crew	check	board	joker	deck
type of sandwich	place	hero	hamburger	bacon	club
construction	swift	crane	excavator	winch	davit
guitar part	bored	fingerpick	jack	fret	headstock
emotional display	calf	flatter	swoon	fawn	lust
nutritional value	bulky	fat	carbs	sugars	calcium
moral characteristic	pork	harsh	honesty	integrity	frank
moral characteristic	raining	balanced	impartial	loyal	fair
outdoor sport activity	sea turtle	hunting	fish	row	hike
nutritional value	angular momentum	calcium	sugars	fat	salt
boxing terminology	galley	ring	deck	punch	fight
direction	miserable	left	sliding	down	descending
guitar part	concerned	headstock	neck	inlays	fret
direction	miserable	descending	down	below	right
food	brash	wiener	hot dog	frank	provision
window material	spoon	acrylic	translucent fabric	glass	wood
emotional status	arrest	relaxed	calm	fine	content
food	brash	vittles	frank	wiener	bun
animal	car	waggle	eagle	fly	fish
shady activities	chocolate cake	fudge	banned	smuggled	unlicensed
moral characteristic	entree	frank	honesty	concise	honest
guitar part	frustrated	pick	fret	neck	chord
store status	touching	close	finished for the day	busy	shut down
direction	emotional	lower	downward	down	flat
emotional status	amp	fret	emotional upsets	crying	anxious
widespread	commander	standard	basic	general	common
emotional status	chord	fret	emotionalities	bored	concerned
direction	emotionalities	down	falling	downward	backward
physical activity	cow	get down	duck	swim	jog
window material	fork	coating	glass	fiberglass	frame
accomodation	level	mansion	house	condominium	flat
emotional status	pick	fret	nervous	frustrated	emotional
physical property	sugar	large	bulky	fat	capacitance
weather	color	fair	70	stormy	brisk
shady activities	cookies	fib	lie	falsehood	fudge
measurement unit	arm	centimeter	foot	kilometer	inch
police punishment	hot	fine	custody	hearing	prison
geographical property	studio	level	flat	valley	hill
outdoor sport activity	bat	climbing	canoe	fish	hunt
elements	let go	combustion	fire	inferno	air
date status	sea	do tests	history	delayed	current
animal	bus	fly	leap	beetle	pounce
weather	equitable	clime	cold	windy	fair
location (proximity)	locked	close	right there	bordering	nearest
kitchenware	fiberglass	fork	cup	glass	plate
secretary duty	format	schedule	answer	answer calls	file
moral characteristic	clime	unjust	trustworthy	well	fair
shady activities	pudding	fudge	replace	unlicensed	smuggled
fried food	waste	doughnut	patty	fritter	sweet roll
moral characteristic	medium	fair	unjust	dishonest	equitable
emotional status	truss rod	fret	emotional supports	emotional upsets	concerned
direction	loveful	below	down	falling	backward
shady activities	molasses	invent	falsehood	fudge	lie
shady activities	cream	invent	fudge	fix	loosen
baby animals	pester	colt	deer	cub	fawn
moral characteristic	meat	honest	brash	frank	concise
fried food	blow	fritter	dumpling	croquet	apple
ocean	belated	flow	tide	moon	current
computers	organize	text	software	motherboard	file
employment activity	blaze	instruct	fire	retire	remove
type of rigidity	streamline	resistant	firm	taut	stiff
shady activities	chocolate cake	fib	banned	unwarranted	fudge
moral characteristic	ghostly	fine	fair	unjust	ok
personal characteristic	refreshing	assured	unflappalbe	cool	positive
police punishment	high quality	probation	custody	fine	flyaway
poker	stern	joker	queen	hearts	deck
physical activity	spring	stoop	fall	trip	climb
construction	hummingbird	dump truck	crane	excavator	concrete pourer
baby animals	follow	fawn	doe	deer	kitten
ocean	data sets	current	sea	brine	tide
weather	light	stormy	windy	fair	brisk
card games	wine	spider	war	spades	gin
social gathering	blt	team	club	meeting	bar
moral characteristic	color	fine	trustworthy	fair	unjust
animal	trap	cat	fish	sea turtle	iguana
boats	pack	crew	bow	deck	rudder
ocean	timely	moon	whirlpool	jetstream	current
emotional status	truss rod	emotional	emotional supports	fret	frustrated
secretary duty	keys	answer calls	file	order office supplies	reception
aesthetic characteristic	well	beautiful	neat	fine	hot
card games	rum	go fish	canasta	spider	gin
emotional status	firstrate	content	happy	fine	calm
store status	adjacent	running.	shut down	close	steady
employment activity	combustion	fire	retire	promote	empower
guitar part	bored	fret	strap lock	headstock	neck
baby animals	paw	fawn	kitten	bambi	hatchling
emotional status	prison	comfortable	fine	decent	calm
bird	tackle	mallet	crane	hoist
emotional status	headstock	nervous	fret	frustrated	worried
aesthetic characteristic	jail	bright	fine	level	dull
guitar part	sad	fingerpick	strap lock	pick	fret
boxing terminology	pack	jab	corner	deck	fight
shady activities	cake	wrongful	smuggled	fudge	replace
emotional status	detailed	annoyed	happy	fine	content
body part	mile	arm	foot	heel	elbow
direction	disgusted	sliding	up	down	descending
bird	windlass	sandpiper	heron	duck	crane
emotional status	inlays	fret	crying	angry	concerned
animals	fall	mallet	dog	duck	sheep
emotional status	backward	emotional supports	sad	emotionalities	down
chocolate food	wrongful	chocolate cake	rich	brownie	fudge
moral characteristic	mild	unjust	fair	trustworthy	fine
police punishment	beautiful	jail	firstrate	ticket	fine
boats	check	deck	rudder	lifeline	crew
kitchenware	panel	glass	plate	spoon	knifer
weather	well	raining	cold	brisk	fair
aesthetic characteristic	windy	ghostly	flaxen	pale	fair
consumer product	nervous	service	activity	content	merchandise
animals	squat	dog	pig	duck	lion
location (proximity)	finished for the day	touching	right there	adjacent	close
moral characteristic	size	impartial	fair	unprejudiced	balanced
social gathering	hamburger	picnic	dance hall	club	outing
moral characteristic	bun	precise	matter of fact	frank	blunt
accomodation	valley	studio	townhome	flat	condominium
animal	hunt	fish	cow	sea turtle	dog